 time            v(Clk)          v(Wr)           i(Vdd)         
 1.48460000e-10  7.69280000e-01  8.00000000e-01 -3.87725803e-06 
 1.49740000e-10  7.28320000e-01  8.00000000e-01 -3.79164109e-06 
 1.52300000e-10  6.46400000e-01  8.00000000e-01 -3.82937718e-06 
 1.55500000e-10  5.44000000e-01  8.00000000e-01 -4.61219360e-06 
 1.58700000e-10  4.41600000e-01  8.00000000e-01 -6.18933923e-06 
 1.61900000e-10  3.39200000e-01  8.00000000e-01 -7.26509524e-06 
 1.65100000e-10  2.36800000e-01  8.00000000e-01 -1.09550907e-05 
 1.68300000e-10  1.34400000e-01  8.00000000e-01 -1.80118150e-05 
 1.71500000e-10  3.20000000e-02  8.00000000e-01 -2.05620758e-05 
 1.72500000e-10  2.22044605e-16  8.00000000e-01 -1.84737368e-05 
 1.72820000e-10  0.00000000e+00  8.00000000e-01 -1.69959688e-05 
 1.73460000e-10  0.00000000e+00  8.00000000e-01 -1.57755436e-05 
 1.74740000e-10  0.00000000e+00  8.00000000e-01 -1.38051586e-05 
 1.77300000e-10  0.00000000e+00  8.00000000e-01 -1.29236085e-05 
 1.80500000e-10  0.00000000e+00  8.00000000e-01 -1.99909573e-05 
 1.83700000e-10  0.00000000e+00  8.00000000e-01 -2.82960945e-05 
 1.86900000e-10  0.00000000e+00  8.00000000e-01 -3.57645062e-05 
 1.90100000e-10  0.00000000e+00  8.00000000e-01 -5.98331261e-05 
 1.93300000e-10  0.00000000e+00  8.00000000e-01 -8.21069724e-05 
 1.96500000e-10  0.00000000e+00  8.00000000e-01 -1.19324054e-04 
 1.99700000e-10  0.00000000e+00  8.00000000e-01 -1.53645422e-04 
 2.02900000e-10  0.00000000e+00  8.00000000e-01 -1.20102707e-04 
 2.06100000e-10  0.00000000e+00  8.00000000e-01 -8.86901964e-05 
 2.09300000e-10  0.00000000e+00  8.00000000e-01 -8.57580002e-05 
 2.12500000e-10  0.00000000e+00  8.00000000e-01 -4.68882456e-05 
 2.15700000e-10  0.00000000e+00  8.00000000e-01 -5.10561518e-05 
 2.18900000e-10  0.00000000e+00  8.00000000e-01 -4.02553245e-05 
 2.22100000e-10  0.00000000e+00  8.00000000e-01 -5.04159671e-05 
 2.25300000e-10  0.00000000e+00  8.00000000e-01 -6.18883114e-05 
 2.28500000e-10  0.00000000e+00  8.00000000e-01 -7.81994992e-05 
 2.31700000e-10  0.00000000e+00  8.00000000e-01 -7.97417374e-05 
 2.34900000e-10  0.00000000e+00  8.00000000e-01 -8.17844620e-05 
 2.38100000e-10  0.00000000e+00  8.00000000e-01 -7.74656672e-05 
 2.41300000e-10  0.00000000e+00  8.00000000e-01 -7.67367055e-05 
 2.44500000e-10  0.00000000e+00  8.00000000e-01 -7.53458659e-05 
 2.47700000e-10  0.00000000e+00  8.00000000e-01 -8.38201998e-05 
 2.50900000e-10  0.00000000e+00  8.00000000e-01 -9.42239706e-05 
 2.54100000e-10  0.00000000e+00  8.00000000e-01 -1.13728196e-04 
 2.57300000e-10  0.00000000e+00  8.00000000e-01 -1.28083403e-04 
 2.60500000e-10  0.00000000e+00  8.00000000e-01 -1.42015944e-04 
 2.63700000e-10  0.00000000e+00  8.00000000e-01 -1.42253383e-04 
 2.66900000e-10  0.00000000e+00  8.00000000e-01 -1.42867082e-04 
 2.70100000e-10  0.00000000e+00  8.00000000e-01 -1.41623406e-04 
 2.73300000e-10  0.00000000e+00  8.00000000e-01 -1.47575564e-04 
 2.76500000e-10  0.00000000e+00  8.00000000e-01 -1.47904154e-04 
 2.79700000e-10  0.00000000e+00  8.00000000e-01 -1.44641061e-04 
 2.82900000e-10  0.00000000e+00  8.00000000e-01 -1.32490936e-04 
 2.86100000e-10  0.00000000e+00  8.00000000e-01 -1.28951263e-04 
 2.89300000e-10  0.00000000e+00  8.00000000e-01 -1.18979172e-04 
 2.92500000e-10  0.00000000e+00  8.00000000e-01 -1.07313730e-04 
 2.95700000e-10  0.00000000e+00  8.00000000e-01 -9.15422579e-05 
 2.98900000e-10  0.00000000e+00  8.00000000e-01 -7.66201350e-05 
 3.02100000e-10  0.00000000e+00  8.00000000e-01 -5.68621090e-05 
 3.05300000e-10  0.00000000e+00  8.00000000e-01 -4.75371146e-05 
 3.07500000e-10  8.27180613e-16  8.00000000e-01 -3.88863524e-05 
 3.07820000e-10  1.02400000e-02  8.00000000e-01 -3.82750464e-05 
 3.08460000e-10  3.07200000e-02  8.00000000e-01 -3.67996278e-05 
 3.09740000e-10  7.16800000e-02  8.00000000e-01 -3.42602438e-05 
 3.12300000e-10  1.53600000e-01  8.00000000e-01 -3.05218784e-05 
 3.15500000e-10  2.56000000e-01  8.00000000e-01 -2.80403286e-05 
 3.18700000e-10  3.58400000e-01  8.00000000e-01 -2.78026051e-05 
 3.21900000e-10  4.60800000e-01  8.00000000e-01 -2.80775580e-05 
 3.25100000e-10  5.63200000e-01  8.00000000e-01 -3.06417357e-05 
 3.28300000e-10  6.65600000e-01  8.00000000e-01 -3.17434605e-05 
 3.31500000e-10  7.68000000e-01  8.00000000e-01 -2.96713529e-05 
 3.32500000e-10  8.00000000e-01  8.00000000e-01 -3.21732278e-05 
 3.32820000e-10  8.00000000e-01  8.00000000e-01 -3.31898720e-05 
 3.33460000e-10  8.00000000e-01  8.00000000e-01 -3.31866177e-05 
 3.34740000e-10  8.00000000e-01  8.00000000e-01 -3.14778473e-05 
 3.37300000e-10  8.00000000e-01  8.00000000e-01 -2.84638099e-05 
 3.40500000e-10  8.00000000e-01  8.00000000e-01 -3.23552791e-05 
 3.43700000e-10  8.00000000e-01  8.00000000e-01 -4.17986830e-05 
 3.46900000e-10  8.00000000e-01  8.00000000e-01 -4.71397404e-05 
 3.50100000e-10  8.00000000e-01  8.00000000e-01 -5.93742322e-05 
 3.53300000e-10  8.00000000e-01  8.00000000e-01 -7.87315044e-05 
 3.56500000e-10  8.00000000e-01  8.00000000e-01 -9.31191086e-05 
 3.59700000e-10  8.00000000e-01  8.00000000e-01 -1.40319035e-04 
 3.62900000e-10  8.00000000e-01  8.00000000e-01 -1.91357291e-04 
 3.66100000e-10  8.00000000e-01  8.00000000e-01 -2.01427164e-04 
 3.69300000e-10  8.00000000e-01  8.00000000e-01 -1.67787327e-04 
 3.72500000e-10  8.00000000e-01  8.00000000e-01 -1.20692787e-04 
 3.75700000e-10  8.00000000e-01  8.00000000e-01 -1.32073513e-04 
 3.78900000e-10  8.00000000e-01  8.00000000e-01 -1.24954064e-04 
 3.82100000e-10  8.00000000e-01  8.00000000e-01 -1.19727463e-04 
 3.85300000e-10  8.00000000e-01  8.00000000e-01 -1.12404140e-04 
 3.88500000e-10  8.00000000e-01  8.00000000e-01 -1.06957874e-04 
 3.91700000e-10  8.00000000e-01  8.00000000e-01 -1.05727631e-04 
 3.94900000e-10  8.00000000e-01  8.00000000e-01 -1.00435356e-04 
 3.98100000e-10  8.00000000e-01  8.00000000e-01 -9.88979267e-05 
 4.01300000e-10  8.00000000e-01  8.00000000e-01 -8.89097921e-05 
 4.04500000e-10  8.00000000e-01  8.00000000e-01 -7.24533953e-05 
 4.07700000e-10  8.00000000e-01  8.00000000e-01 -5.75740622e-05 
 4.10900000e-10  8.00000000e-01  8.00000000e-01 -4.42864674e-05 
 4.14100000e-10  8.00000000e-01  8.00000000e-01 -2.92408823e-05 
 4.17300000e-10  8.00000000e-01  8.00000000e-01 -2.45830722e-05 
 4.20500000e-10  8.00000000e-01  8.00000000e-01 -1.86214704e-05 
 4.23700000e-10  8.00000000e-01  8.00000000e-01 -1.63646327e-05 
 4.26900000e-10  8.00000000e-01  8.00000000e-01 -1.26633533e-05 
 4.30100000e-10  8.00000000e-01  8.00000000e-01 -1.23677064e-05 
 4.33300000e-10  8.00000000e-01  8.00000000e-01 -9.80105465e-06 
 4.36500000e-10  8.00000000e-01  8.00000000e-01 -1.01515113e-05 
 4.39700000e-10  8.00000000e-01  8.00000000e-01 -7.93024721e-06 
 4.42900000e-10  8.00000000e-01  8.00000000e-01 -8.55111660e-06 
 4.46100000e-10  8.00000000e-01  8.00000000e-01 -6.51805051e-06 
 4.49300000e-10  8.00000000e-01  8.00000000e-01 -7.31193946e-06 
 4.52500000e-10  8.00000000e-01  8.00000000e-01 -5.41451307e-06 
 4.55700000e-10  8.00000000e-01  8.00000000e-01 -6.34042267e-06 
 4.58900000e-10  8.00000000e-01  8.00000000e-01 -4.55134875e-06 
 4.62100000e-10  8.00000000e-01  8.00000000e-01 -5.57973670e-06 
 4.65300000e-10  8.00000000e-01  8.00000000e-01 -3.87792821e-06 
 4.67500000e-10  8.00000000e-01  8.00000000e-01 -5.06978408e-06 
 4.67820000e-10  7.89760000e-01  8.00000000e-01 -4.91714904e-06 
 4.68460000e-10  7.69280000e-01  8.00000000e-01 -4.73946601e-06 
 4.69740000e-10  7.28320000e-01  8.00000000e-01 -4.59439550e-06 
 4.72300000e-10  6.46400000e-01  8.00000000e-01 -4.54890637e-06 
 4.75500000e-10  5.44000000e-01  8.00000000e-01 -5.22214026e-06 
 4.78700000e-10  4.41600000e-01  8.00000000e-01 -6.71862160e-06 
 4.81900000e-10  3.39200000e-01  8.00000000e-01 -7.70966755e-06 
 4.85100000e-10  2.36800000e-01  8.00000000e-01 -1.13443686e-05 
 4.88300000e-10  1.34400000e-01  8.00000000e-01 -1.84040614e-05 
 4.91500000e-10  3.20000000e-02  8.00000000e-01 -2.08595943e-05 
 4.92500000e-10  0.00000000e+00  8.00000000e-01 -1.87272115e-05 
 4.92820000e-10  0.00000000e+00  8.00000000e-01 -1.72472256e-05 
 4.93460000e-10  0.00000000e+00  8.00000000e-01 -1.60158897e-05 
 4.94740000e-10  0.00000000e+00  8.00000000e-01 -1.40273275e-05 
 4.97300000e-10  0.00000000e+00  8.00000000e-01 -1.31276289e-05 
 5.00500000e-10  0.00000000e+00  8.00000000e-01 -2.01942789e-05 
 5.03700000e-10  0.00000000e+00  8.00000000e-01 -2.84664400e-05 
 5.06900000e-10  0.00000000e+00  8.00000000e-01 -3.59304718e-05 
 5.10100000e-10  0.00000000e+00  8.00000000e-01 -6.00297386e-05 
 5.13300000e-10  0.00000000e+00  8.00000000e-01 -8.20597436e-05 
 5.16500000e-10  0.00000000e+00  8.00000000e-01 -1.18248533e-04 
 5.19700000e-10  0.00000000e+00  8.00000000e-01 -1.52211413e-04 
 5.22900000e-10  0.00000000e+00  8.00000000e-01 -1.25678382e-04 
 5.26100000e-10  0.00000000e+00  8.00000000e-01 -9.77827580e-05 
 5.29300000e-10  0.00000000e+00  8.00000000e-01 -1.00365053e-04 
 5.32500000e-10  0.00000000e+00  8.00000000e-01 -6.75188028e-05 
 5.35700000e-10  0.00000000e+00  8.00000000e-01 -7.23702489e-05 
 5.38900000e-10  0.00000000e+00  8.00000000e-01 -4.73376920e-05 
 5.42100000e-10  0.00000000e+00  8.00000000e-01 -5.08955947e-05 
 5.45300000e-10  0.00000000e+00  8.00000000e-01 -6.04917948e-05 
 5.48500000e-10  0.00000000e+00  8.00000000e-01 -7.71161562e-05 
 5.51700000e-10  0.00000000e+00  8.00000000e-01 -7.85467957e-05 
 5.54900000e-10  0.00000000e+00  8.00000000e-01 -8.09862468e-05 
 5.58100000e-10  0.00000000e+00  8.00000000e-01 -7.59501091e-05 
 5.61300000e-10  0.00000000e+00  8.00000000e-01 -7.76573455e-05 
 5.64500000e-10  0.00000000e+00  8.00000000e-01 -7.81990517e-05 
 5.67700000e-10  0.00000000e+00  8.00000000e-01 -9.13292121e-05 
 5.70900000e-10  0.00000000e+00  8.00000000e-01 -1.05811511e-04 
 5.74100000e-10  0.00000000e+00  8.00000000e-01 -1.27023536e-04 
 5.77300000e-10  0.00000000e+00  8.00000000e-01 -1.37769554e-04 
 5.80500000e-10  0.00000000e+00  8.00000000e-01 -1.44194854e-04 
 5.83700000e-10  0.00000000e+00  8.00000000e-01 -1.39968315e-04 
 5.86900000e-10  0.00000000e+00  8.00000000e-01 -1.42985607e-04 
 5.90100000e-10  0.00000000e+00  8.00000000e-01 -1.43568078e-04 
 5.93300000e-10  0.00000000e+00  8.00000000e-01 -1.49657120e-04 
 5.96500000e-10  0.00000000e+00  8.00000000e-01 -1.43865648e-04 
 5.99700000e-10  0.00000000e+00  8.00000000e-01 -1.36310096e-04 
 6.02900000e-10  0.00000000e+00  8.00000000e-01 -1.27021546e-04 
 6.06100000e-10  0.00000000e+00  8.00000000e-01 -1.23168276e-04 
 6.09300000e-10  0.00000000e+00  8.00000000e-01 -1.07530439e-04 
 6.12500000e-10  0.00000000e+00  8.00000000e-01 -9.63378466e-05 
 6.15700000e-10  0.00000000e+00  8.00000000e-01 -7.77121751e-05 
 6.18900000e-10  0.00000000e+00  8.00000000e-01 -6.20152041e-05 
 6.22100000e-10  0.00000000e+00  8.00000000e-01 -4.67939551e-05 
 6.25300000e-10  0.00000000e+00  8.00000000e-01 -4.02063061e-05 
 6.27500000e-10  0.00000000e+00  8.00000000e-01 -3.36749409e-05 
 6.27820000e-10  1.02400000e-02  8.00000000e-01 -3.34234222e-05 
 6.28460000e-10  3.07200000e-02  8.00000000e-01 -3.23439330e-05 
 6.29740000e-10  7.16800000e-02  8.00000000e-01 -3.05091929e-05 
 6.32300000e-10  1.53600000e-01  8.00000000e-01 -2.78507565e-05 
 6.35500000e-10  2.56000000e-01  8.00000000e-01 -2.62266419e-05 
 6.38700000e-10  3.58400000e-01  8.00000000e-01 -2.65164327e-05 
 6.41900000e-10  4.60800000e-01  8.00000000e-01 -2.71289852e-05 
 6.45100000e-10  5.63200000e-01  8.00000000e-01 -2.99649049e-05 
 6.48300000e-10  6.65600000e-01  8.00000000e-01 -3.11972850e-05 
 6.51500000e-10  7.68000000e-01  8.00000000e-01 -2.92497954e-05 
 6.52500000e-10  8.00000000e-01  8.00000000e-01 -3.17572112e-05 
 6.52820000e-10  8.00000000e-01  8.00000000e-01 -3.23187361e-05 
 6.53460000e-10  8.00000000e-01  8.00000000e-01 -3.22947776e-05 
 6.54740000e-10  8.00000000e-01  8.00000000e-01 -3.05728227e-05 
 6.57300000e-10  8.00000000e-01  8.00000000e-01 -2.75923307e-05 
 6.60500000e-10  8.00000000e-01  8.00000000e-01 -3.15391453e-05 
 6.63700000e-10  8.00000000e-01  8.00000000e-01 -4.10348694e-05 
 6.66900000e-10  8.00000000e-01  8.00000000e-01 -4.64210653e-05 
 6.70100000e-10  8.00000000e-01  8.00000000e-01 -5.87020217e-05 
 6.73300000e-10  8.00000000e-01  8.00000000e-01 -7.81148305e-05 
 6.76500000e-10  8.00000000e-01  8.00000000e-01 -9.25622389e-05 
 6.79700000e-10  8.00000000e-01  8.00000000e-01 -1.39766036e-04 
 6.82900000e-10  8.00000000e-01  8.00000000e-01 -1.90648206e-04 
 6.86100000e-10  8.00000000e-01  8.00000000e-01 -2.02701489e-04 
 6.89300000e-10  8.00000000e-01  8.00000000e-01 -1.71476646e-04 
 6.92500000e-10  8.00000000e-01  8.00000000e-01 -1.26147289e-04 
 6.95700000e-10  8.00000000e-01  8.00000000e-01 -1.37094079e-04 
 6.98900000e-10  8.00000000e-01  8.00000000e-01 -1.29248575e-04 
 7.02100000e-10  8.00000000e-01  8.00000000e-01 -1.27417165e-04 
 7.05300000e-10  8.00000000e-01  8.00000000e-01 -1.27271020e-04 
 7.08500000e-10  8.00000000e-01  8.00000000e-01 -1.25075797e-04 
 7.11700000e-10  8.00000000e-01  8.00000000e-01 -1.19340150e-04 
 7.14900000e-10  8.00000000e-01  8.00000000e-01 -1.08763196e-04 
 7.18100000e-10  8.00000000e-01  8.00000000e-01 -9.86953669e-05 
 7.21300000e-10  8.00000000e-01  8.00000000e-01 -7.98845915e-05 
 7.24500000e-10  8.00000000e-01  8.00000000e-01 -6.07699265e-05 
 7.27700000e-10  8.00000000e-01  8.00000000e-01 -5.17477147e-05 
 7.30900000e-10  8.00000000e-01  8.00000000e-01 -4.89285772e-05 
 7.34100000e-10  8.00000000e-01  8.00000000e-01 -4.41764353e-05 
 7.37300000e-10  8.00000000e-01  8.00000000e-01 -3.38096294e-05 
 7.40500000e-10  8.00000000e-01  8.00000000e-01 -2.48309615e-05 
 7.43700000e-10  8.00000000e-01  8.00000000e-01 -1.98146864e-05 
 7.46900000e-10  8.00000000e-01  8.00000000e-01 -1.53396334e-05 
 7.50100000e-10  8.00000000e-01  8.00000000e-01 -1.35440351e-05 
 7.53300000e-10  8.00000000e-01  8.00000000e-01 -1.09532631e-05 
 7.56500000e-10  8.00000000e-01  8.00000000e-01 -1.04173513e-05 
 7.59700000e-10  8.00000000e-01  8.00000000e-01 -8.50099253e-06 
 7.62900000e-10  8.00000000e-01  8.00000000e-01 -8.47896114e-06 
 7.66100000e-10  8.00000000e-01  8.00000000e-01 -6.86239541e-06 
 7.69300000e-10  8.00000000e-01  8.00000000e-01 -7.10463577e-06 
 7.72500000e-10  8.00000000e-01  8.00000000e-01 -5.66312759e-06 
 7.75700000e-10  8.00000000e-01  8.00000000e-01 -6.07457848e-06 
 7.78900000e-10  8.00000000e-01  8.00000000e-01 -4.75568235e-06 
 7.82100000e-10  8.00000000e-01  8.00000000e-01 -5.28661529e-06 
 7.85300000e-10  8.00000000e-01  8.00000000e-01 -4.06045037e-06 
 7.87500000e-10  8.00000000e-01  8.00000000e-01 -4.76538062e-06 
 7.87820000e-10  7.89760000e-01  8.00000000e-01 -4.85223337e-06 
 7.88460000e-10  7.69280000e-01  8.00000000e-01 -4.67497116e-06 
 7.89740000e-10  7.28320000e-01  8.00000000e-01 -4.52690752e-06 
 7.92300000e-10  6.46400000e-01  8.00000000e-01 -4.47966603e-06 
 7.95500000e-10  5.44000000e-01  8.00000000e-01 -5.14908159e-06 
 7.98700000e-10  4.41600000e-01  8.00000000e-01 -6.64492017e-06 
 8.01900000e-10  3.39200000e-01  8.00000000e-01 -7.63378834e-06 
 8.05100000e-10  2.36800000e-01  8.00000000e-01 -1.12690213e-05 
 8.08300000e-10  1.34400000e-01  8.00000000e-01 -1.83274426e-05 
 8.11500000e-10  3.20000000e-02  8.00000000e-01 -2.07842091e-05 
 8.12500000e-10  0.00000000e+00  8.00000000e-01 -1.86508467e-05 
 8.12820000e-10  0.00000000e+00  8.00000000e-01 -1.71714475e-05 
 8.13460000e-10  0.00000000e+00  8.00000000e-01 -1.59402038e-05 
 8.14740000e-10  0.00000000e+00  8.00000000e-01 -1.39518357e-05 
 8.17300000e-10  0.00000000e+00  8.00000000e-01 -1.30525076e-05 
 8.20500000e-10  0.00000000e+00  8.00000000e-01 -2.01197081e-05 
 8.23700000e-10  0.00000000e+00  8.00000000e-01 -2.83924263e-05 
 8.26900000e-10  0.00000000e+00  8.00000000e-01 -3.58574741e-05 
 8.30100000e-10  0.00000000e+00  8.00000000e-01 -5.99771397e-05 
 8.33300000e-10  0.00000000e+00  8.00000000e-01 -8.21361285e-05 
 8.36500000e-10  0.00000000e+00  8.00000000e-01 -1.18982149e-04 
 8.39700000e-10  0.00000000e+00  8.00000000e-01 -1.53324191e-04 
 8.42900000e-10  0.00000000e+00  8.00000000e-01 -1.26259012e-04 
 8.46100000e-10  0.00000000e+00  8.00000000e-01 -9.82639576e-05 
 8.49300000e-10  0.00000000e+00  8.00000000e-01 -1.00447773e-04 
 8.52500000e-10  0.00000000e+00  8.00000000e-01 -6.76641757e-05 
 8.55700000e-10  0.00000000e+00  8.00000000e-01 -7.24142752e-05 
 8.58900000e-10  0.00000000e+00  8.00000000e-01 -4.72382523e-05 
 8.62100000e-10  0.00000000e+00  8.00000000e-01 -5.08831699e-05 
 8.65300000e-10  0.00000000e+00  8.00000000e-01 -6.06075884e-05 
 8.68500000e-10  0.00000000e+00  8.00000000e-01 -7.72017936e-05 
 8.71700000e-10  0.00000000e+00  8.00000000e-01 -7.85963528e-05 
 8.74900000e-10  0.00000000e+00  8.00000000e-01 -8.08337136e-05 
 8.78100000e-10  0.00000000e+00  8.00000000e-01 -7.57084445e-05 
 8.81300000e-10  0.00000000e+00  8.00000000e-01 -7.73595595e-05 
 8.84500000e-10  0.00000000e+00  8.00000000e-01 -7.80085692e-05 
 8.87700000e-10  0.00000000e+00  8.00000000e-01 -9.11435270e-05 
 8.90900000e-10  0.00000000e+00  8.00000000e-01 -1.05713044e-04 
 8.94100000e-10  0.00000000e+00  8.00000000e-01 -1.26895939e-04 
 8.97300000e-10  0.00000000e+00  8.00000000e-01 -1.37704285e-04 
 9.00500000e-10  0.00000000e+00  8.00000000e-01 -1.44086080e-04 
 9.03700000e-10  0.00000000e+00  8.00000000e-01 -1.39915516e-04 
 9.06900000e-10  0.00000000e+00  8.00000000e-01 -1.42886222e-04 
 9.10100000e-10  0.00000000e+00  8.00000000e-01 -1.43522825e-04 
 9.13300000e-10  0.00000000e+00  8.00000000e-01 -1.49563656e-04 
 9.16500000e-10  0.00000000e+00  8.00000000e-01 -1.43824844e-04 
 9.19700000e-10  0.00000000e+00  8.00000000e-01 -1.36220069e-04 
 9.22900000e-10  0.00000000e+00  8.00000000e-01 -1.26983889e-04 
 9.26100000e-10  0.00000000e+00  8.00000000e-01 -1.23080180e-04 
 9.29300000e-10  0.00000000e+00  8.00000000e-01 -1.07492535e-04 
 9.32500000e-10  0.00000000e+00  8.00000000e-01 -9.62479039e-05 
 9.35700000e-10  0.00000000e+00  8.00000000e-01 -7.76714750e-05 
 9.38900000e-10  0.00000000e+00  8.00000000e-01 -6.19224195e-05 
 9.42100000e-10  0.00000000e+00  8.00000000e-01 -4.67505273e-05 
 9.45300000e-10  0.00000000e+00  8.00000000e-01 -4.01104583e-05 
 9.47500000e-10  2.48154184e-15  8.00000000e-01 -3.36290463e-05 
 9.47820000e-10  1.02400000e-02  8.00000000e-01 -3.29869828e-05 
 9.48460000e-10  3.07200000e-02  8.00000000e-01 -3.18878374e-05 
 9.49740000e-10  7.16800000e-02  8.00000000e-01 -3.00215938e-05 
 9.52300000e-10  1.53600000e-01  8.00000000e-01 -2.73249583e-05 
 9.55500000e-10  2.56000000e-01  8.00000000e-01 -2.56915714e-05 
 9.58700000e-10  3.58400000e-01  8.00000000e-01 -2.59764380e-05 
 9.61900000e-10  4.60800000e-01  8.00000000e-01 -2.65721137e-05 
 9.65100000e-10  5.63200000e-01  8.00000000e-01 -2.93436358e-05 
 9.68300000e-10  6.65600000e-01  8.00000000e-01 -3.05803529e-05 
 9.71500000e-10  7.68000000e-01  8.00000000e-01 -2.86104978e-05 
 9.72500000e-10  8.00000000e-01  8.00000000e-01 -3.11361897e-05 
 9.72820000e-10  8.00000000e-01  8.00000000e-01 -3.21612882e-05 
 9.73460000e-10  8.00000000e-01  8.00000000e-01 -3.21730721e-05 
 9.74740000e-10  8.00000000e-01  8.00000000e-01 -3.04920565e-05 
 9.77300000e-10  8.00000000e-01  8.00000000e-01 -2.75288955e-05 
 9.80500000e-10  8.00000000e-01  8.00000000e-01 -3.14751866e-05 
 9.83700000e-10  8.00000000e-01  8.00000000e-01 -4.09678316e-05 
 9.86900000e-10  8.00000000e-01  8.00000000e-01 -4.63553810e-05 
 9.90100000e-10  8.00000000e-01  8.00000000e-01 -5.86337099e-05 
 9.93300000e-10  8.00000000e-01  8.00000000e-01 -7.80479155e-05 
