 time            v(Clk)          v(Wr)           i(Vdd)         
 4.18050000e-09  8.00000000e-01  8.00000000e-01 -3.11823148e-05 
 4.18370000e-09  8.00000000e-01  8.00000000e-01 -4.06707685e-05 
 4.18690000e-09  8.00000000e-01  8.00000000e-01 -4.60547758e-05 
 4.19010000e-09  8.00000000e-01  8.00000000e-01 -5.83315982e-05 
 4.19330000e-09  8.00000000e-01  8.00000000e-01 -7.77509237e-05 
 4.19650000e-09  8.00000000e-01  8.00000000e-01 -9.22032736e-05 
 4.19970000e-09  8.00000000e-01  8.00000000e-01 -1.39356695e-04 
 4.20290000e-09  8.00000000e-01  8.00000000e-01 -1.90086600e-04 
 4.20610000e-09  8.00000000e-01  8.00000000e-01 -2.04056868e-04 
 4.20930000e-09  8.00000000e-01  8.00000000e-01 -1.75523654e-04 
 4.21250000e-09  8.00000000e-01  8.00000000e-01 -1.37943708e-04 
 4.21570000e-09  8.00000000e-01  8.00000000e-01 -1.46234980e-04 
 4.21890000e-09  8.00000000e-01  8.00000000e-01 -1.29916377e-04 
 4.22210000e-09  8.00000000e-01  8.00000000e-01 -1.21491148e-04 
 4.22530000e-09  8.00000000e-01  8.00000000e-01 -1.13047051e-04 
 4.22850000e-09  8.00000000e-01  8.00000000e-01 -1.07060281e-04 
 4.23170000e-09  8.00000000e-01  8.00000000e-01 -1.05993379e-04 
 4.23490000e-09  8.00000000e-01  8.00000000e-01 -1.00445717e-04 
 4.23810000e-09  8.00000000e-01  8.00000000e-01 -9.87904894e-05 
 4.24130000e-09  8.00000000e-01  8.00000000e-01 -8.65461288e-05 
 4.24450000e-09  8.00000000e-01  8.00000000e-01 -7.10392352e-05 
 4.24770000e-09  8.00000000e-01  8.00000000e-01 -5.62334674e-05 
 4.25090000e-09  8.00000000e-01  8.00000000e-01 -4.39064572e-05 
 4.25410000e-09  8.00000000e-01  8.00000000e-01 -2.83118710e-05 
 4.25730000e-09  8.00000000e-01  8.00000000e-01 -2.46683508e-05 
 4.26050000e-09  8.00000000e-01  8.00000000e-01 -1.79668508e-05 
 4.26370000e-09  8.00000000e-01  8.00000000e-01 -1.64990639e-05 
 4.26690000e-09  8.00000000e-01  8.00000000e-01 -1.19848517e-05 
 4.27010000e-09  8.00000000e-01  8.00000000e-01 -1.25020148e-05 
 4.27330000e-09  8.00000000e-01  8.00000000e-01 -9.13705099e-06 
 4.27650000e-09  8.00000000e-01  8.00000000e-01 -1.03092477e-05 
 4.27970000e-09  8.00000000e-01  8.00000000e-01 -7.28192190e-06 
 4.28290000e-09  8.00000000e-01  8.00000000e-01 -8.72907538e-06 
 4.28610000e-09  8.00000000e-01  8.00000000e-01 -5.88467611e-06 
 4.28930000e-09  8.00000000e-01  8.00000000e-01 -7.50446187e-06 
 4.29250000e-09  8.00000000e-01  8.00000000e-01 -4.79441113e-06 
 4.29570000e-09  8.00000000e-01  8.00000000e-01 -6.54620298e-06 
 4.29890000e-09  8.00000000e-01  8.00000000e-01 -3.94365124e-06 
 4.30210000e-09  8.00000000e-01  8.00000000e-01 -5.79799608e-06 
 4.30530000e-09  8.00000000e-01  8.00000000e-01 -3.28203030e-06 
 4.30750000e-09  8.00000000e-01  8.00000000e-01 -5.29827475e-06 
 4.30782000e-09  7.89760000e-01  8.00000000e-01 -4.73575918e-06 
 4.30846000e-09  7.69280000e-01  8.00000000e-01 -4.55946410e-06 
 4.30974000e-09  7.28320000e-01  8.00000000e-01 -4.41652450e-06 
 4.31230000e-09  6.46400000e-01  8.00000000e-01 -4.37568500e-06 
 4.31550000e-09  5.44000000e-01  8.00000000e-01 -5.05426263e-06 
 4.31870000e-09  4.41600000e-01  8.00000000e-01 -6.55622277e-06 
 4.32190000e-09  3.39200000e-01  8.00000000e-01 -7.55230525e-06 
 4.32510000e-09  2.36800000e-01  8.00000000e-01 -1.11921520e-05 
 4.32830000e-09  1.34400000e-01  8.00000000e-01 -1.82565463e-05 
 4.33150000e-09  3.20000000e-02  8.00000000e-01 -2.07170786e-05 
 4.33250000e-09  1.94289029e-14  8.00000000e-01 -1.85860164e-05 
 4.33282000e-09  0.00000000e+00  8.00000000e-01 -1.71065180e-05 
 4.33346000e-09  0.00000000e+00  8.00000000e-01 -1.58759908e-05 
 4.33474000e-09  0.00000000e+00  8.00000000e-01 -1.38889693e-05 
 4.33730000e-09  0.00000000e+00  8.00000000e-01 -1.29923216e-05 
 4.34050000e-09  0.00000000e+00  8.00000000e-01 -2.00622590e-05 
 4.34370000e-09  0.00000000e+00  8.00000000e-01 -2.83380780e-05 
 4.34690000e-09  0.00000000e+00  8.00000000e-01 -3.58119777e-05 
 4.35010000e-09  0.00000000e+00  8.00000000e-01 -6.00021471e-05 
 4.35330000e-09  0.00000000e+00  8.00000000e-01 -8.24258216e-05 
 4.35650000e-09  0.00000000e+00  8.00000000e-01 -1.22105144e-04 
 4.35970000e-09  0.00000000e+00  8.00000000e-01 -1.65160141e-04 
 4.36290000e-09  0.00000000e+00  8.00000000e-01 -1.48982044e-04 
 4.36610000e-09  0.00000000e+00  8.00000000e-01 -1.12747658e-04 
 4.36930000e-09  0.00000000e+00  8.00000000e-01 -1.05698612e-04 
 4.37250000e-09  0.00000000e+00  8.00000000e-01 -6.98090408e-05 
 4.37570000e-09  0.00000000e+00  8.00000000e-01 -7.37783979e-05 
 4.37890000e-09  0.00000000e+00  8.00000000e-01 -4.78128520e-05 
 4.38210000e-09  0.00000000e+00  8.00000000e-01 -5.15819032e-05 
 4.38530000e-09  0.00000000e+00  8.00000000e-01 -6.11206015e-05 
 4.38850000e-09  0.00000000e+00  8.00000000e-01 -7.78607447e-05 
 4.39170000e-09  0.00000000e+00  8.00000000e-01 -7.89135685e-05 
 4.39490000e-09  0.00000000e+00  8.00000000e-01 -8.10246837e-05 
 4.39810000e-09  0.00000000e+00  8.00000000e-01 -7.55758845e-05 
 4.40130000e-09  0.00000000e+00  8.00000000e-01 -7.73814158e-05 
 4.40450000e-09  0.00000000e+00  8.00000000e-01 -7.79218495e-05 
 4.40770000e-09  0.00000000e+00  8.00000000e-01 -9.12357016e-05 
 4.41090000e-09  0.00000000e+00  8.00000000e-01 -1.05651935e-04 
 4.41410000e-09  0.00000000e+00  8.00000000e-01 -1.26963013e-04 
 4.41730000e-09  0.00000000e+00  8.00000000e-01 -1.37597440e-04 
 4.42050000e-09  0.00000000e+00  8.00000000e-01 -1.44114587e-04 
 4.42370000e-09  0.00000000e+00  8.00000000e-01 -1.39802447e-04 
 4.42690000e-09  0.00000000e+00  8.00000000e-01 -1.42978715e-04 
 4.43010000e-09  0.00000000e+00  8.00000000e-01 -1.43500996e-04 
 4.43330000e-09  0.00000000e+00  8.00000000e-01 -1.49632319e-04 
 4.43650000e-09  0.00000000e+00  8.00000000e-01 -1.43513318e-04 
 4.43970000e-09  0.00000000e+00  8.00000000e-01 -1.36053688e-04 
 4.44290000e-09  0.00000000e+00  8.00000000e-01 -1.26754896e-04 
 4.44610000e-09  0.00000000e+00  8.00000000e-01 -1.22889981e-04 
 4.44930000e-09  0.00000000e+00  8.00000000e-01 -1.07028783e-04 
 4.45250000e-09  0.00000000e+00  8.00000000e-01 -9.59620139e-05 
 4.45570000e-09  0.00000000e+00  8.00000000e-01 -7.70752848e-05 
 4.45890000e-09  0.00000000e+00  8.00000000e-01 -6.15283916e-05 
 4.46210000e-09  0.00000000e+00  8.00000000e-01 -4.62882296e-05 
 4.46530000e-09  0.00000000e+00  8.00000000e-01 -3.98330249e-05 
 4.46750000e-09  0.00000000e+00  8.00000000e-01 -3.32365583e-05 
 4.46782000e-09  1.02400000e-02  8.00000000e-01 -3.30272866e-05 
 4.46846000e-09  3.07200000e-02  8.00000000e-01 -3.19520978e-05 
 4.46974000e-09  7.16800000e-02  8.00000000e-01 -3.01228131e-05 
 4.47230000e-09  1.53600000e-01  8.00000000e-01 -2.74707409e-05 
 4.47550000e-09  2.56000000e-01  8.00000000e-01 -2.58479862e-05 
 4.47870000e-09  3.58400000e-01  8.00000000e-01 -2.61353364e-05 
 4.48190000e-09  4.60800000e-01  8.00000000e-01 -2.67433231e-05 
 4.48510000e-09  5.63200000e-01  8.00000000e-01 -2.95741018e-05 
 4.48830000e-09  6.65600000e-01  8.00000000e-01 -3.08008092e-05 
 4.49150000e-09  7.68000000e-01  8.00000000e-01 -2.88479700e-05 
 4.49250000e-09  8.00000000e-01  8.00000000e-01 -3.13536571e-05 
 4.49282000e-09  8.00000000e-01  8.00000000e-01 -3.19147188e-05 
 4.49346000e-09  8.00000000e-01  8.00000000e-01 -3.18897610e-05 
 4.49474000e-09  8.00000000e-01  8.00000000e-01 -3.01657036e-05 
 4.49730000e-09  8.00000000e-01  8.00000000e-01 -2.71811041e-05 
 4.50050000e-09  8.00000000e-01  8.00000000e-01 -3.11228087e-05 
 4.50370000e-09  8.00000000e-01  8.00000000e-01 -4.06140252e-05 
 4.50690000e-09  8.00000000e-01  8.00000000e-01 -4.59969560e-05 
 4.51010000e-09  8.00000000e-01  8.00000000e-01 -5.82779170e-05 
 4.51330000e-09  8.00000000e-01  8.00000000e-01 -7.77044449e-05 
 4.51650000e-09  8.00000000e-01  8.00000000e-01 -9.21682046e-05 
 4.51970000e-09  8.00000000e-01  8.00000000e-01 -1.39250814e-04 
 4.52290000e-09  8.00000000e-01  8.00000000e-01 -1.89721384e-04 
 4.52610000e-09  8.00000000e-01  8.00000000e-01 -2.05580091e-04 
 4.52930000e-09  8.00000000e-01  8.00000000e-01 -1.79511242e-04 
 4.53250000e-09  8.00000000e-01  8.00000000e-01 -1.43685389e-04 
 4.53570000e-09  8.00000000e-01  8.00000000e-01 -1.51522567e-04 
 4.53890000e-09  8.00000000e-01  8.00000000e-01 -1.34354086e-04 
 4.54210000e-09  8.00000000e-01  8.00000000e-01 -1.29331443e-04 
 4.54530000e-09  8.00000000e-01  8.00000000e-01 -1.28030954e-04 
 4.54850000e-09  8.00000000e-01  8.00000000e-01 -1.25357561e-04 
 4.55170000e-09  8.00000000e-01  8.00000000e-01 -1.19694124e-04 
 4.55490000e-09  8.00000000e-01  8.00000000e-01 -1.08624765e-04 
 4.55810000e-09  8.00000000e-01  8.00000000e-01 -9.89422917e-05 
 4.56130000e-09  8.00000000e-01  8.00000000e-01 -7.94972681e-05 
 4.56450000e-09  8.00000000e-01  8.00000000e-01 -6.09637060e-05 
 4.56770000e-09  8.00000000e-01  8.00000000e-01 -5.12140704e-05 
 4.57090000e-09  8.00000000e-01  8.00000000e-01 -4.86578245e-05 
 4.57410000e-09  8.00000000e-01  8.00000000e-01 -4.18936298e-05 
 4.57730000e-09  8.00000000e-01  8.00000000e-01 -3.24645281e-05 
 4.58050000e-09  8.00000000e-01  8.00000000e-01 -2.35632560e-05 
 4.58370000e-09  8.00000000e-01  8.00000000e-01 -1.96734119e-05 
 4.58690000e-09  8.00000000e-01  8.00000000e-01 -1.45681139e-05 
 4.59010000e-09  8.00000000e-01  8.00000000e-01 -1.36273636e-05 
 4.59330000e-09  8.00000000e-01  8.00000000e-01 -1.02958635e-05 
 4.59650000e-09  8.00000000e-01  8.00000000e-01 -1.05723489e-05 
 4.59970000e-09  8.00000000e-01  8.00000000e-01 -7.89145357e-06 
 4.60290000e-09  8.00000000e-01  8.00000000e-01 -8.67190416e-06 
 4.60610000e-09  8.00000000e-01  8.00000000e-01 -6.28367716e-06 
 4.60930000e-09  8.00000000e-01  8.00000000e-01 -7.32337732e-06 
 4.61250000e-09  8.00000000e-01  8.00000000e-01 -5.10650254e-06 
 4.61570000e-09  8.00000000e-01  8.00000000e-01 -6.31338290e-06 
 4.61890000e-09  8.00000000e-01  8.00000000e-01 -4.21700980e-06 
 4.62210000e-09  8.00000000e-01  8.00000000e-01 -5.54183328e-06 
 4.62530000e-09  8.00000000e-01  8.00000000e-01 -3.53684381e-06 
 4.62750000e-09  8.00000000e-01  8.00000000e-01 -5.03252250e-06 
 4.62782000e-09  7.89760000e-01  8.00000000e-01 -4.72710260e-06 
 4.62846000e-09  7.69280000e-01  8.00000000e-01 -4.55081996e-06 
 4.62974000e-09  7.28320000e-01  8.00000000e-01 -4.40574003e-06 
 4.63230000e-09  6.46400000e-01  8.00000000e-01 -4.36282428e-06 
 4.63550000e-09  5.44000000e-01  8.00000000e-01 -5.03841832e-06 
 4.63870000e-09  4.41600000e-01  8.00000000e-01 -6.53905801e-06 
 4.64190000e-09  3.39200000e-01  8.00000000e-01 -7.53333349e-06 
 4.64510000e-09  2.36800000e-01  8.00000000e-01 -1.11726640e-05 
 4.64830000e-09  1.34400000e-01  8.00000000e-01 -1.82358507e-05 
 4.65150000e-09  3.20000000e-02  8.00000000e-01 -2.06963144e-05 
 4.65250000e-09  0.00000000e+00  8.00000000e-01 -1.85646626e-05 
 4.65282000e-09  0.00000000e+00  8.00000000e-01 -1.70853620e-05 
 4.65346000e-09  0.00000000e+00  8.00000000e-01 -1.58547691e-05 
 4.65474000e-09  0.00000000e+00  8.00000000e-01 -1.38676242e-05 
 4.65730000e-09  0.00000000e+00  8.00000000e-01 -1.29706842e-05 
 4.66050000e-09  0.00000000e+00  8.00000000e-01 -2.00403101e-05 
 4.66370000e-09  0.00000000e+00  8.00000000e-01 -2.83158183e-05 
 4.66690000e-09  0.00000000e+00  8.00000000e-01 -3.57898120e-05 
 4.67010000e-09  0.00000000e+00  8.00000000e-01 -6.00007404e-05 
 4.67330000e-09  0.00000000e+00  8.00000000e-01 -8.25589585e-05 
 4.67650000e-09  0.00000000e+00  8.00000000e-01 -1.22912814e-04 
 4.67970000e-09  0.00000000e+00  8.00000000e-01 -1.66334357e-04 
 4.68290000e-09  0.00000000e+00  8.00000000e-01 -1.49606023e-04 
 4.68610000e-09  0.00000000e+00  8.00000000e-01 -1.13265888e-04 
 4.68930000e-09  0.00000000e+00  8.00000000e-01 -1.05820228e-04 
 4.69250000e-09  0.00000000e+00  8.00000000e-01 -6.98768780e-05 
 4.69570000e-09  0.00000000e+00  8.00000000e-01 -7.37743434e-05 
 4.69890000e-09  0.00000000e+00  8.00000000e-01 -4.78455048e-05 
 4.70210000e-09  0.00000000e+00  8.00000000e-01 -5.15740811e-05 
 4.70530000e-09  0.00000000e+00  8.00000000e-01 -6.11630472e-05 
 4.70850000e-09  0.00000000e+00  8.00000000e-01 -7.78358003e-05 
 4.71170000e-09  0.00000000e+00  8.00000000e-01 -7.89302866e-05 
 4.71490000e-09  0.00000000e+00  8.00000000e-01 -8.10110558e-05 
 4.71810000e-09  0.00000000e+00  8.00000000e-01 -7.56112205e-05 
 4.72130000e-09  0.00000000e+00  8.00000000e-01 -7.73665414e-05 
 4.72450000e-09  0.00000000e+00  8.00000000e-01 -7.79441471e-05 
 4.72770000e-09  0.00000000e+00  8.00000000e-01 -9.12075755e-05 
 4.73090000e-09  0.00000000e+00  8.00000000e-01 -1.05665018e-04 
 4.73410000e-09  0.00000000e+00  8.00000000e-01 -1.26929064e-04 
 4.73730000e-09  0.00000000e+00  8.00000000e-01 -1.37606721e-04 
 4.74050000e-09  0.00000000e+00  8.00000000e-01 -1.44078069e-04 
 4.74370000e-09  0.00000000e+00  8.00000000e-01 -1.39812358e-04 
 4.74690000e-09  0.00000000e+00  8.00000000e-01 -1.42950518e-04 
 4.75010000e-09  0.00000000e+00  8.00000000e-01 -1.43521526e-04 
 4.75330000e-09  0.00000000e+00  8.00000000e-01 -1.49601777e-04 
 4.75650000e-09  0.00000000e+00  8.00000000e-01 -1.43503368e-04 
 4.75970000e-09  0.00000000e+00  8.00000000e-01 -1.35999205e-04 
 4.76290000e-09  0.00000000e+00  8.00000000e-01 -1.26753907e-04 
 4.76610000e-09  0.00000000e+00  8.00000000e-01 -1.22832801e-04 
 4.76930000e-09  0.00000000e+00  8.00000000e-01 -1.07003899e-04 
 4.77250000e-09  0.00000000e+00  8.00000000e-01 -9.58953845e-05 
 4.77570000e-09  0.00000000e+00  8.00000000e-01 -7.70370314e-05 
 4.77890000e-09  0.00000000e+00  8.00000000e-01 -6.14510346e-05 
 4.78210000e-09  0.00000000e+00  8.00000000e-01 -4.62634996e-05 
 4.78530000e-09  0.00000000e+00  8.00000000e-01 -3.97673579e-05 
 4.78750000e-09  0.00000000e+00  8.00000000e-01 -3.32189152e-05 
 4.78782000e-09  1.02400000e-02  8.00000000e-01 -3.26216788e-05 
 4.78846000e-09  3.07200000e-02  8.00000000e-01 -3.15274919e-05 
 4.78974000e-09  7.16800000e-02  8.00000000e-01 -2.96677373e-05 
 4.79230000e-09  1.53600000e-01  8.00000000e-01 -2.69787864e-05 
 4.79550000e-09  2.56000000e-01  8.00000000e-01 -2.53475492e-05 
 4.79870000e-09  3.58400000e-01  8.00000000e-01 -2.56300993e-05 
 4.80190000e-09  4.60800000e-01  8.00000000e-01 -2.62210101e-05 
 4.80510000e-09  5.63200000e-01  8.00000000e-01 -2.89869624e-05 
 4.80830000e-09  6.65600000e-01  8.00000000e-01 -3.02175772e-05 
 4.81150000e-09  7.68000000e-01  8.00000000e-01 -2.82419372e-05 
 4.81250000e-09  8.00000000e-01  8.00000000e-01 -3.07657676e-05 
 4.81282000e-09  8.00000000e-01  8.00000000e-01 -3.17903673e-05 
 4.81346000e-09  8.00000000e-01  8.00000000e-01 -3.18010584e-05 
 4.81474000e-09  8.00000000e-01  8.00000000e-01 -3.01177843e-05 
 4.81730000e-09  8.00000000e-01  8.00000000e-01 -2.71502024e-05 
 4.82050000e-09  8.00000000e-01  8.00000000e-01 -3.10910764e-05 
 4.82370000e-09  8.00000000e-01  8.00000000e-01 -4.05788655e-05 
 4.82690000e-09  8.00000000e-01  8.00000000e-01 -4.59629816e-05 
 4.83010000e-09  8.00000000e-01  8.00000000e-01 -5.82412076e-05 
 4.83330000e-09  8.00000000e-01  8.00000000e-01 -7.76693592e-05 
 4.83650000e-09  8.00000000e-01  8.00000000e-01 -9.21312975e-05 
 4.83970000e-09  8.00000000e-01  8.00000000e-01 -1.39214291e-04 
 4.84290000e-09  8.00000000e-01  8.00000000e-01 -1.89674337e-04 
 4.84610000e-09  8.00000000e-01  8.00000000e-01 -2.05491315e-04 
 4.84930000e-09  8.00000000e-01  8.00000000e-01 -1.79536724e-04 
 4.85250000e-09  8.00000000e-01  8.00000000e-01 -1.46934570e-04 
 4.85570000e-09  8.00000000e-01  8.00000000e-01 -1.53680106e-04 
 4.85890000e-09  8.00000000e-01  8.00000000e-01 -1.32510290e-04 
 4.86210000e-09  8.00000000e-01  8.00000000e-01 -1.22520900e-04 
 4.86530000e-09  8.00000000e-01  8.00000000e-01 -1.13485611e-04 
 4.86850000e-09  8.00000000e-01  8.00000000e-01 -1.07269111e-04 
 4.87170000e-09  8.00000000e-01  8.00000000e-01 -1.06106865e-04 
 4.87490000e-09  8.00000000e-01  8.00000000e-01 -9.98559795e-05 
 4.87810000e-09  8.00000000e-01  8.00000000e-01 -9.83380358e-05 
 4.88130000e-09  8.00000000e-01  8.00000000e-01 -8.64483503e-05 
 4.88450000e-09  8.00000000e-01  8.00000000e-01 -7.14105064e-05 
 4.88770000e-09  8.00000000e-01  8.00000000e-01 -5.64018316e-05 
 4.89090000e-09  8.00000000e-01  8.00000000e-01 -4.45571344e-05 
 4.89410000e-09  8.00000000e-01  8.00000000e-01 -2.84249851e-05 
 4.89730000e-09  8.00000000e-01  8.00000000e-01 -2.49460285e-05 
 4.90050000e-09  8.00000000e-01  8.00000000e-01 -1.77926769e-05 
 4.90370000e-09  8.00000000e-01  8.00000000e-01 -1.66879932e-05 
 4.90690000e-09  8.00000000e-01  8.00000000e-01 -1.17478791e-05 
 4.91010000e-09  8.00000000e-01  8.00000000e-01 -1.26760999e-05 
 4.91330000e-09  8.00000000e-01  8.00000000e-01 -8.89035828e-06 
 4.91650000e-09  8.00000000e-01  8.00000000e-01 -1.04861683e-05 
 4.91970000e-09  8.00000000e-01  8.00000000e-01 -7.03644477e-06 
 4.92290000e-09  8.00000000e-01  8.00000000e-01 -8.91122823e-06 
 4.92610000e-09  8.00000000e-01  8.00000000e-01 -5.64198388e-06 
 4.92930000e-09  8.00000000e-01  8.00000000e-01 -7.69096275e-06 
 4.93250000e-09  8.00000000e-01  8.00000000e-01 -4.55421535e-06 
 4.93570000e-09  8.00000000e-01  8.00000000e-01 -6.73593739e-06 
 4.93890000e-09  8.00000000e-01  8.00000000e-01 -3.70555901e-06 
 4.94210000e-09  8.00000000e-01  8.00000000e-01 -5.99015622e-06 
 4.94530000e-09  8.00000000e-01  8.00000000e-01 -3.04568156e-06 
 4.94750000e-09  8.00000000e-01  8.00000000e-01 -5.49212422e-06 
 4.94782000e-09  7.89760000e-01  8.00000000e-01 -4.71474168e-06 
 4.94846000e-09  7.69280000e-01  8.00000000e-01 -4.53873921e-06 
 4.94974000e-09  7.28320000e-01  8.00000000e-01 -4.39604039e-06 
 4.95230000e-09  6.46400000e-01  8.00000000e-01 -4.35586315e-06 
 4.95550000e-09  5.44000000e-01  8.00000000e-01 -5.03506925e-06 
 4.95870000e-09  4.41600000e-01  8.00000000e-01 -6.53773247e-06 
 4.96190000e-09  3.39200000e-01  8.00000000e-01 -7.53434646e-06 
 4.96510000e-09  2.36800000e-01  8.00000000e-01 -1.11748043e-05 
 4.96830000e-09  1.34400000e-01  8.00000000e-01 -1.82396535e-05 
 4.97150000e-09  3.20000000e-02  8.00000000e-01 -2.07008214e-05 
 4.97250000e-09  1.94289029e-14  8.00000000e-01 -1.85698593e-05 
 4.97282000e-09  0.00000000e+00  8.00000000e-01 -1.70904192e-05 
 4.97346000e-09  0.00000000e+00  8.00000000e-01 -1.58599339e-05 
 4.97474000e-09  0.00000000e+00  8.00000000e-01 -1.38729707e-05 
 4.97730000e-09  0.00000000e+00  8.00000000e-01 -1.29764544e-05 
 4.98050000e-09  0.00000000e+00  8.00000000e-01 -2.00463551e-05 
 4.98370000e-09  0.00000000e+00  8.00000000e-01 -2.83224057e-05 
 4.98690000e-09  0.00000000e+00  8.00000000e-01 -3.57996878e-05 
 4.99010000e-09  0.00000000e+00  8.00000000e-01 -6.00349985e-05 
 4.99330000e-09  0.00000000e+00  8.00000000e-01 -8.26602278e-05 
 4.99650000e-09  0.00000000e+00  8.00000000e-01 -1.24110434e-04 
 4.99970000e-09  0.00000000e+00  8.00000000e-01 -1.71718305e-04 
 5.00290000e-09  0.00000000e+00  8.00000000e-01 -1.60674331e-04 
 5.00610000e-09  0.00000000e+00  8.00000000e-01 -1.20348287e-04 
 5.00930000e-09  0.00000000e+00  8.00000000e-01 -1.08392721e-04 
 5.01250000e-09  0.00000000e+00  8.00000000e-01 -7.08295255e-05 
 5.01570000e-09  0.00000000e+00  8.00000000e-01 -7.43749804e-05 
 5.01890000e-09  0.00000000e+00  8.00000000e-01 -4.81845577e-05 
 5.02210000e-09  0.00000000e+00  8.00000000e-01 -5.18754755e-05 
 5.02530000e-09  0.00000000e+00  8.00000000e-01 -6.12843286e-05 
 5.02850000e-09  0.00000000e+00  8.00000000e-01 -7.80247025e-05 
 5.03170000e-09  0.00000000e+00  8.00000000e-01 -7.90186052e-05 
 5.03490000e-09  0.00000000e+00  8.00000000e-01 -8.11964755e-05 
 5.03810000e-09  0.00000000e+00  8.00000000e-01 -7.56931179e-05 
 5.04130000e-09  0.00000000e+00  8.00000000e-01 -7.75209913e-05 
 5.04450000e-09  0.00000000e+00  8.00000000e-01 -7.79821381e-05 
 5.04770000e-09  0.00000000e+00  8.00000000e-01 -9.13244073e-05 
 5.05090000e-09  0.00000000e+00  8.00000000e-01 -1.05673858e-04 
 5.05410000e-09  0.00000000e+00  8.00000000e-01 -1.27021314e-04 
 5.05730000e-09  0.00000000e+00  8.00000000e-01 -1.37595672e-04 
 5.06050000e-09  0.00000000e+00  8.00000000e-01 -1.44155981e-04 
 5.06370000e-09  0.00000000e+00  8.00000000e-01 -1.39792992e-04 
 5.06690000e-09  0.00000000e+00  8.00000000e-01 -1.43027858e-04 
 5.07010000e-09  0.00000000e+00  8.00000000e-01 -1.43505313e-04 
 5.07330000e-09  0.00000000e+00  8.00000000e-01 -1.49672711e-04 
 5.07650000e-09  0.00000000e+00  8.00000000e-01 -1.43457129e-04 
 5.07970000e-09  0.00000000e+00  8.00000000e-01 -1.36046079e-04 
 5.08290000e-09  0.00000000e+00  8.00000000e-01 -1.26713340e-04 
 5.08610000e-09  0.00000000e+00  8.00000000e-01 -1.22875227e-04 
 5.08930000e-09  0.00000000e+00  8.00000000e-01 -1.06939947e-04 
 5.09250000e-09  0.00000000e+00  8.00000000e-01 -9.59279170e-05 
 5.09570000e-09  0.00000000e+00  8.00000000e-01 -7.69596842e-05 
 5.09890000e-09  0.00000000e+00  8.00000000e-01 -6.14729999e-05 
 5.10210000e-09  0.00000000e+00  8.00000000e-01 -4.61984397e-05 
 5.10530000e-09  0.00000000e+00  8.00000000e-01 -3.97997360e-05 
 5.10750000e-09  0.00000000e+00  8.00000000e-01 -3.31599769e-05 
 5.10782000e-09  1.02400000e-02  8.00000000e-01 -3.27106770e-05 
 5.10846000e-09  3.07200000e-02  8.00000000e-01 -3.16071404e-05 
 5.10974000e-09  7.16800000e-02  8.00000000e-01 -2.97790624e-05 
 5.11230000e-09  1.53600000e-01  8.00000000e-01 -2.74069425e-05 
 5.11550000e-09  2.56000000e-01  8.00000000e-01 -2.64005272e-05 
 5.11870000e-09  3.58400000e-01  8.00000000e-01 -2.74542919e-05 
 5.12190000e-09  4.60800000e-01  8.00000000e-01 -2.84180976e-05 
 5.12510000e-09  5.63200000e-01  8.00000000e-01 -3.15617850e-05 
 5.12830000e-09  6.65600000e-01  8.00000000e-01 -3.27885211e-05 
 5.13150000e-09  7.68000000e-01  8.00000000e-01 -3.09213793e-05 
 5.13250000e-09  8.00000000e-01  8.00000000e-01 -3.33661814e-05 
 5.13282000e-09  8.00000000e-01  8.00000000e-01 -3.34947076e-05 
 5.13346000e-09  8.00000000e-01  8.00000000e-01 -3.31677354e-05 
 5.13474000e-09  8.00000000e-01  8.00000000e-01 -3.10709405e-05 
 5.13730000e-09  8.00000000e-01  8.00000000e-01 -2.77376665e-05 
 5.14050000e-09  8.00000000e-01  8.00000000e-01 -3.14487749e-05 
 5.14370000e-09  8.00000000e-01  8.00000000e-01 -4.08233380e-05 
 5.14690000e-09  8.00000000e-01  8.00000000e-01 -4.61231234e-05 
 5.15010000e-09  8.00000000e-01  8.00000000e-01 -5.83701602e-05 
 5.15330000e-09  8.00000000e-01  8.00000000e-01 -7.77652829e-05 
 5.15650000e-09  8.00000000e-01  8.00000000e-01 -9.22275762e-05 
 5.15970000e-09  8.00000000e-01  8.00000000e-01 -1.39212549e-04 
 5.16290000e-09  8.00000000e-01  8.00000000e-01 -1.89408658e-04 
 5.16610000e-09  8.00000000e-01  8.00000000e-01 -2.06935314e-04 
 5.16930000e-09  8.00000000e-01  8.00000000e-01 -1.83622764e-04 
 5.17250000e-09  8.00000000e-01  8.00000000e-01 -1.56647566e-04 
 5.17570000e-09  8.00000000e-01  8.00000000e-01 -1.77922849e-04 
 5.17890000e-09  8.00000000e-01  8.00000000e-01 -1.65265721e-04 
 5.18210000e-09  8.00000000e-01  8.00000000e-01 -1.78166554e-04 
 5.18530000e-09  8.00000000e-01  8.00000000e-01 -1.82350072e-04 
 5.18850000e-09  8.00000000e-01  8.00000000e-01 -1.94941637e-04 
 5.19170000e-09  8.00000000e-01  8.00000000e-01 -1.95731097e-04 
 5.19490000e-09  8.00000000e-01  8.00000000e-01 -1.80805765e-04 
 5.19810000e-09  8.00000000e-01  8.00000000e-01 -1.79039534e-04 
 5.20130000e-09  8.00000000e-01  8.00000000e-01 -1.87121886e-04 
 5.20450000e-09  8.00000000e-01  8.00000000e-01 -1.94166673e-04 
 5.20770000e-09  8.00000000e-01  8.00000000e-01 -1.73773253e-04 
